csa,industry,indust_jobs,total_jobs,pop,natl_prop,expect_jobs,log_ratio,log_ratio_adj
Johnstown-Somerset,Consulting,1,19,NA,0.08290949796802376,1.5752804613924514,-0.4544333271502527,-0.5311992352020395
Johnstown-Somerset,Energy,1,19,NA,0.00945416494293432,0.17962913391575208,1.7168609207030119,2.340709094274053
Johnstown-Somerset,Healthcare,12,19,NA,0.31487114593726423,5.98255177280802,0.6960594549827617,0.9905244129293299
Johnstown-Somerset,Human Resources,1,19,NA,0.08965030540481347,1.703355802691456,-0.5326003068644835,-0.6345884466611668
Johnstown-Somerset,Retail,1,19,NA,0.10019954736816489,1.9037913999951328,-0.6438473715410812,-0.7817317332011483
Johnstown-Somerset,Transport & Freight,1,19,NA,0.053914291971868686,1.024371547465505,-0.0240793001288302,0.03801763443613173
Jonesboro-Paragould,Consumer Goods,2,40,87428,0.02590465529408902,1.0361862117635607,0.6576003117896293,0.9396556125398514
Jonesboro-Paragould,Finance,1,40,87428,0.04443579198403621,1.7774316793614484,-0.5751694455916956,-0.6908934197020965
Jonesboro-Paragould,Food & Beverages,5,40,87428,0.03308349353904558,1.323339741561823,1.3292792639247932,1.8280660061463065
Jonesboro-Paragould,Healthcare,7,40,87428,0.31487114593726423,12.594845837490569,-0.5873775206974212,-0.7070406888332459
Jonesboro-Paragould,Human Resources,1,40,87428,0.08965030540481347,3.5860122161925387,-1.2770407818119793,-1.6192384096565715
Jonesboro-Paragould,Manufacturing,5,40,87428,0.03499379456355097,1.399751782542039,1.2731429897163264,1.7538161739807931
Jonesboro-Paragould,Restaurants & Travel,1,40,87428,0.04296352176769766,1.7185408707079064,-0.5414755998052229,-0.6463275408665011
Jonesboro-Paragould,Retail,13,40,87428,0.10019954736816489,4.007981894726596,1.1766615109729595,1.6262029024413882
Jonesboro-Paragould,Transport & Freight,5,40,87428,0.053914291971868686,2.1565716788747475,0.8409181373577744,1.1821248175824746
Joplin-Miami,Auto,1,68,95736,0.023945684179787312,1.6283065242255372,-0.48754053255120566,-0.574989181705457
Joplin-Miami,Consulting,5,68,95736,0.08290949796802376,5.637845861825616,-0.12006414072581854,-0.08893874813913073
Joplin-Miami,Consumer Goods,3,68,95736,0.02590465529408902,1.7615165599980533,0.5324371688356233,0.7741059302946154
Joplin-Miami,Education,1,68,95736,0.06535176307400287,4.443919889032195,-1.4915368448444661,-1.9029461709016784
Joplin-Miami,Energy,4,68,95736,0.00945416494293432,0.6428832161195338,1.8280865558132362,2.487824036544148
Joplin-Miami,Finance,5,68,95736,0.04443579198403621,3.0216338549144623,0.5036402157802343,0.7360170303562167
Joplin-Miami,Food & Beverages,8,68,95736,0.03308349353904558,2.2496775606550994,1.2686546421083582,1.747879565944525
Joplin-Miami,Healthcare,15,68,95736,0.31487114593726423,21.411237923733967,-0.355865719712695,-0.4008267013566949
Joplin-Miami,Human Resources,3,68,95736,0.08965030540481347,6.096220767527316,-0.7090567442060399,-0.8679822912273407
Joplin-Miami,Manufacturing,5,68,95736,0.03499379456355097,2.379578030321466,0.742514738654156,1.0519694778973592
Joplin-Miami,Restaurants & Travel,1,68,95736,0.04296352176769766,2.921519480203441,-1.0721038508673935,-1.3481742369499354
Joplin-Miami,Retail,16,68,95736,0.10019954736816489,6.813569221035213,0.8536726246890337,1.1989948104178796
Joplin-Miami,Transport & Freight,8,68,95736,0.053914291971868686,3.6661718540870707,0.7802935155413395,1.1019383773806932
Kalamazoo-Battle Creek-Portage,Aerospace & Defense,1,145,209066,0.00630277662862288,0.9139026111503176,0.0900312655570423,0.18894839124097032
Kalamazoo-Battle Creek-Portage,Auto,5,145,209066,0.023945684179787312,3.4721242060691604,0.36467134263842693,0.552206906643848
Kalamazoo-Battle Creek-Portage,Construction,2,145,209066,0.019833061591998637,2.8757939308398024,-0.3631816054243373,-0.4105032125589576
Kalamazoo-Battle Creek-Portage,Consulting,8,145,209066,0.08290949796802376,12.021877205363445,-0.4072865487245507,-0.4688395500499202
Kalamazoo-Battle Creek-Portage,Consumer Goods,5,145,209066,0.02590465529408902,3.756175017642908,0.2860367553571461,0.4481992041312557
Kalamazoo-Battle Creek-Portage,Education,2,145,209066,0.06535176307400287,9.476005645730416,-1.5556157015289886,-1.987701428019654
Kalamazoo-Battle Creek-Portage,Energy,1,145,209066,0.00945416494293432,1.3708539167254765,-0.3154338425511221,-0.34734862259722754
Kalamazoo-Battle Creek-Portage,Finance,3,145,209066,0.04443579198403621,6.44318983768525,-0.7644114452302241,-0.9411983590653082
Kalamazoo-Battle Creek-Portage,Food & Beverages,3,145,209066,0.03308349353904558,4.797106563161608,-0.46940064814783544,-0.550996079358652
Kalamazoo-Battle Creek-Portage,Government,3,145,209066,0.015452753510330227,2.240649258997883,0.29184661703199805,0.45588374074051896
Kalamazoo-Battle Creek-Portage,Healthcare,36,145,209066,0.31487114593726423,45.656316160903316,-0.23762301960326274,-0.24443048942928647
Kalamazoo-Battle Creek-Portage,Human Resources,17,145,209066,0.08965030540481347,12.999294283697953,0.2683182739375988,0.42476347936720044
Kalamazoo-Battle Creek-Portage,Insurance,2,145,209066,0.014576691893996544,2.113620324629499,-0.05525509029892401,-0.0032176848007762207
Kalamazoo-Battle Creek-Portage,Manufacturing,17,145,209066,0.03499379456355097,5.074100211714891,1.2090641330318042,1.6690609168628177
Kalamazoo-Battle Creek-Portage,Organization,3,145,209066,0.013591122575621152,1.9707127734650671,0.42021699741543433,0.625675543507787
Kalamazoo-Battle Creek-Portage,Pharmaceuticals,2,145,209066,0.003090550702066045,0.44812985179957654,1.495819421357934,2.048343873044068
Kalamazoo-Battle Creek-Portage,Real Estate,1,145,209066,0.012337867763366024,1.7889908256880735,-0.5816516763346032,-0.6994672795014067
Kalamazoo-Battle Creek-Portage,Restaurants & Travel,2,145,209066,0.04296352176769766,6.22971065631616,-1.1361827075519155,-1.4329294940679105
Kalamazoo-Battle Creek-Portage,Retail,23,145,209066,0.10019954736816489,14.528934368383908,0.45935208113393455,0.6774383909509772
Kalamazoo-Battle Creek-Portage,Transport & Freight,14,145,209066,0.053914291971868686,7.81757233592096,0.5826832662322945,0.8405649953337444
Kansas City-Overland Park-Kansas City,Aerospace & Defense,1,1292,NA,0.00630277662862288,8.143187404180761,-2.0971816763649302,-2.70401513613633
Kansas City-Overland Park-Kansas City,Agriculture,4,1292,NA,0.003954444795950649,5.109142676368238,-0.2447372553152943,-0.2538402839881953
Kansas City-Overland Park-Kansas City,Auto,16,1292,NA,0.023945684179787312,30.937823960285208,-0.6593907894778649,-0.802290564177333
Kansas City-Overland Park-Kansas City,Construction,24,1292,NA,0.019833061591998637,25.624315576862237,-0.06548789755830968,-0.016752324074660183
Kansas City-Overland Park-Kansas City,Consulting,82,1292,NA,0.08290949796802376,107.1190713746867,-0.2672217850621062,-0.28357992352717776
Kansas City-Overland Park-Kansas City,Consumer Goods,32,1292,NA,0.02590465529408902,33.468814639963014,-0.04487819619920047,0.010507533984541231
Kansas City-Overland Park-Kansas City,Education,102,1292,NA,0.06535176307400287,84.4344778916117,0.1889969892733643,0.31984750201535783
Kansas City-Overland Park-Kansas City,Energy,13,1292,NA,0.00945416494293432,12.214781106271142,0.06230257298844177,0.15227244866341355
Kansas City-Overland Park-Kansas City,Finance,59,1292,NA,0.04443579198403621,57.411043243374785,0.02730076808541294,0.10597656999699574
Kansas City-Overland Park-Kansas City,Food & Beverages,50,1292,NA,0.03308349353904558,42.74387365244689,0.15679712669022808,0.27725767170934396
Kansas City-Overland Park-Kansas City,Government,16,1292,NA,0.015452753510330227,19.964957535346652,-0.22138989131830303,-0.22295939845157928
Kansas City-Overland Park-Kansas City,Healthcare,455,1292,NA,0.31487114593726423,406.8135205509454,0.11194251896960489,0.21792977469326627
Kansas City-Overland Park-Kansas City,Human Resources,88,1292,NA,0.08965030540481347,115.82819458301901,-0.2747711975623838,-0.29356531388301466
Kansas City-Overland Park-Kansas City,Insurance,13,1292,NA,0.014576691893996544,18.833085927043534,-0.3706658553193052,-0.4204024142146014
Kansas City-Overland Park-Kansas City,Internet & Software,6,1292,NA,0.014905215000121675,19.257537780157204,-1.1661430878562196,-1.472557225700909
Kansas City-Overland Park-Kansas City,Manufacturing,28,1292,NA,0.03499379456355097,45.21198257610786,-0.47915764277118095,-0.5639013749707708
Kansas City-Overland Park-Kansas City,Media,7,1292,NA,0.0077142092327160345,9.966758328669117,-0.35334523948736013,-0.39749293479761355
Kansas City-Overland Park-Kansas City,Organization,4,1292,NA,0.013591122575621152,17.559730367702528,-1.4793138720547574,-1.8867791970332448
Kansas City-Overland Park-Kansas City,Pharmaceuticals,1,1292,NA,0.003090550702066045,3.9929915070693305,-1.384540701123984,-1.761425455007699
Kansas City-Overland Park-Kansas City,Real Estate,24,1292,NA,0.012337867763366024,15.940525150268902,0.4091892120913697,0.6110894096573575
Kansas City-Overland Park-Kansas City,Restaurants & Travel,62,1292,NA,0.04296352176769766,55.50887012386538,0.11059155501125785,0.21614289359751668
Kansas City-Overland Park-Kansas City,Retail,180,1292,NA,0.10019954736816489,129.45781519966903,0.32960177417302233,0.5058213990662799
Kansas City-Overland Park-Kansas City,Telecommunications,7,1292,NA,0.009381159808239847,12.120458472245883,-0.5489846586134637,-0.6562595565567899
Kansas City-Overland Park-Kansas City,Transport & Freight,71,1292,NA,0.053914291971868686,69.65726522765434,0.01909287173637864,0.09512022203053579
Knoxville-Morristown-Sevierville,Auto,10,317,NA,0.023945684179787312,7.590781884992578,0.27565049174166617,0.4344615925574571
Knoxville-Morristown-Sevierville,Construction,5,317,NA,0.019833061591998637,6.287080524663568,-0.2290589050068885,-0.2331029818525349
Knoxville-Morristown-Sevierville,Consulting,16,317,NA,0.08290949796802376,26.282310855863532,-0.4963073996213115,-0.5865848641363111
Knoxville-Morristown-Sevierville,Consumer Goods,5,317,NA,0.02590465529408902,8.211775728226218,-0.4961312760995599,-0.5863519106296018
Knoxville-Morristown-Sevierville,Education,5,317,NA,0.06535176307400287,20.716508894458908,-1.4214930011115396,-1.810301197313231
Knoxville-Morristown-Sevierville,Electronics,4,317,NA,0.003333901151047624,1.0568466648820967,1.3310047310916397,1.8303482318435391
Knoxville-Morristown-Sevierville,Energy,11,317,NA,0.00945416494293432,2.9969702869101793,1.3002933987905423,1.7897272376452482
Knoxville-Morristown-Sevierville,Finance,6,317,NA,0.04443579198403621,14.086146058939478,-0.8534322961269849,-1.0589436731516992
Knoxville-Morristown-Sevierville,Food & Beverages,10,317,NA,0.03308349353904558,10.487467451877448,-0.04759587527860577,0.006912938184039454
Knoxville-Morristown-Sevierville,Government,16,317,NA,0.015452753510330227,4.898522862774682,1.1836550191469635,1.6354530141648633
Knoxville-Morristown-Sevierville,Healthcare,100,317,NA,0.31487114593726423,99.81415326211275,0.001860196472012515,0.07232705906802132
Knoxville-Morristown-Sevierville,Human Resources,19,317,NA,0.08965030540481347,28.41914681332587,-0.40262412240888323,-0.46267269312356274
Knoxville-Morristown-Sevierville,Insurance,1,317,NA,0.014576691893996544,4.620811330396904,-1.5305703023155754,-1.9545746002361006
Knoxville-Morristown-Sevierville,Internet & Software,2,317,NA,0.014905215000121675,4.724953155038571,-0.8597104660590629,-1.0672476275971308
Knoxville-Morristown-Sevierville,Manufacturing,27,317,NA,0.03499379456355097,11.093032876645658,0.8895196235232109,1.2464086027403058
Knoxville-Morristown-Sevierville,Media,1,317,NA,0.0077142092327160345,2.445404326770983,-0.8942104780774068,-1.1128797992755974
Knoxville-Morristown-Sevierville,Organization,1,317,NA,0.013591122575621152,4.308385856471905,-1.4605633227093815,-1.8619783857657353
Knoxville-Morristown-Sevierville,Real Estate,3,317,NA,0.012337867763366024,3.9111040809870294,-0.2652074191231997,-0.28091557974959985
Knoxville-Morristown-Sevierville,Restaurants & Travel,14,317,NA,0.04296352176769766,13.619436400360158,0.02755941004669144,0.10631866826565839
Knoxville-Morristown-Sevierville,Retail,28,317,NA,0.10019954736816489,31.76325651570827,-0.1261056560767176,-0.09692968638992705
Knoxville-Morristown-Sevierville,Telecommunications,3,317,NA,0.009381159808239847,2.973827659212031,0.008762391464599385,0.08145639347789078
Knoxville-Morristown-Sevierville,Transport & Freight,44,317,NA,0.053914291971868686,17.090830555082373,0.9456475390785909,1.3206473791562603
Lafayette-Opelousas-Morgan City,Consulting,6,75,NA,0.08290949796802376,6.218212347601781,-0.03572299229206757,0.022616858358675492
Lafayette-Opelousas-Morgan City,Consumer Goods,5,75,NA,0.02590465529408902,1.9428491470566764,0.9452823842414102,1.32016439937612
Lafayette-Opelousas-Morgan City,Education,3,75,NA,0.06535176307400287,4.901382230550215,-0.4909049645365604,-0.5794392189365919
Lafayette-Opelousas-Morgan City,Energy,3,75,NA,0.00945416494293432,0.709062370720074,1.4424240750012516,1.9777193871603012
Lafayette-Opelousas-Morgan City,Finance,5,75,NA,0.04443579198403621,3.3326843988027157,0.4056598074200306,0.6064211678086389
Lafayette-Opelousas-Morgan City,Food & Beverages,4,75,NA,0.03308349353904558,2.481262015428418,0.47752705318820937,0.7014779027224809
Lafayette-Opelousas-Morgan City,Healthcare,19,75,NA,0.31487114593726423,23.615335945294817,-0.21745735000866828,-0.21775793938894186
Lafayette-Opelousas-Morgan City,Human Resources,8,75,NA,0.08965030540481347,6.7237729053610105,0.17379210044548252,0.29973643373581677
Lafayette-Opelousas-Morgan City,Manufacturing,2,75,NA,0.03499379456355097,2.624534592266323,-0.2717564015802027,-0.28957773011749915
Lafayette-Opelousas-Morgan City,Organization,1,75,NA,0.013591122575621152,1.0193341931715865,-0.019149662368411466,0.044537924239986634
Lafayette-Opelousas-Morgan City,Restaurants & Travel,1,75,NA,0.04296352176769766,3.2222641325773247,-1.170084259227597,-1.4777700994975131
Lafayette-Opelousas-Morgan City,Retail,12,75,NA,0.10019954736816489,7.514966052612366,0.4680101438770491,0.688890161034033
Lafayette-Opelousas-Morgan City,Telecommunications,1,75,NA,0.009381159808239847,0.7035869856179885,0.3515637631374598,0.5348698889709482
Lafayette-Opelousas-Morgan City,Transport & Freight,9,75,NA,0.053914291971868686,4.043571897890152,0.8000961428375192,1.1281307418350444
Lafayette-West Lafayette-Frankfort,Consulting,7,115,122141,0.08290949796802376,9.534592266322733,-0.309016327291749,-0.3388603601030236
Lafayette-West Lafayette-Frankfort,Consumer Goods,1,115,122141,0.02590465529408902,2.979035358820237,-1.09159954301963,-1.3739606271346219
Lafayette-West Lafayette-Frankfort,Education,15,115,122141,0.06535176307400287,7.5154527535103295,0.6910889330706006,0.9839500468361612
Lafayette-West Lafayette-Frankfort,Food & Beverages,1,115,122141,0.03308349353904558,3.8046017569902415,-1.336211322758621,-1.697501578995447
Lafayette-West Lafayette-Frankfort,Government,1,115,122141,0.015452753510330227,1.7770666536879762,-0.5749640575787874,-0.690621758896276
Lafayette-West Lafayette-Frankfort,Healthcare,61,115,122141,0.31487114593726423,36.210181782785384,0.5215335201712629,0.7596839884266177
Lafayette-West Lafayette-Frankfort,Human Resources,7,115,122141,0.08965030540481347,10.30978512155355,-0.3871833070059797,-0.4422495715621509
Lafayette-West Lafayette-Frankfort,Manufacturing,5,115,122141,0.03499379456355097,4.024286374808362,0.21709031546701266,0.35700573498078686
Lafayette-West Lafayette-Frankfort,Restaurants & Travel,1,115,122141,0.04296352176769766,4.940805003285231,-1.5975282740545367,-2.0431379798665077
Lafayette-West Lafayette-Frankfort,Retail,9,115,122141,0.10019954736816489,11.522947947338961,-0.24711594340167148,-0.25698650617123026
Lafayette-West Lafayette-Frankfort,Transport & Freight,12,115,122141,0.053914291971868686,6.200143576764899,0.6603342004623606,0.9432716483023188
Lake Charles-Jennings,Auto,1,50,NA,0.023945684179787312,1.1972842089893656,-0.18005583280324503,-0.16828803041483703
Lake Charles-Jennings,Construction,10,50,NA,0.019833061591998637,0.9916530795999319,2.3109670440021914,3.1265161426658516
Lake Charles-Jennings,Consulting,3,50,NA,0.08290949796802376,4.145474898401188,-0.32340506474384867,-0.3578919284775935
Lake Charles-Jennings,Finance,2,50,NA,0.04443579198403621,2.2217895992018106,-0.10516581634596008,-0.06923316382044388
Lake Charles-Jennings,Food & Beverages,2,50,NA,0.03308349353904558,1.654174676952279,0.18984498073642833,0.320969115886212
Lake Charles-Jennings,Healthcare,7,50,NA,0.31487114593726423,15.743557296863212,-0.8105210720116311,-1.00218623362606
Lake Charles-Jennings,Human Resources,1,50,NA,0.08965030540481347,4.482515270240674,-1.500184333126189,-1.9143839544493855
Lake Charles-Jennings,Manufacturing,8,50,NA,0.03499379456355097,1.7496897281775485,1.5200030676478522,2.080330885069632
Lake Charles-Jennings,Restaurants & Travel,5,50,NA,0.04296352176769766,2.148176088384883,0.8448187613146677,1.1872840604824322
Lake Charles-Jennings,Retail,5,50,NA,0.10019954736816489,5.0099773684082445,-0.001993485368686533,0.06722990515238018
Lake Charles-Jennings,Transport & Freight,8,50,NA,0.053914291971868686,2.695714598593434,1.0877782152893003,1.5086395286713132
Lansing-East Lansing-Owosso,Auto,9,194,NA,0.023945684179787312,4.645462730878738,0.6613335908977923,0.9445935132309221
Lansing-East Lansing-Owosso,Construction,3,194,NA,0.019833061591998637,3.8476139488477354,-0.24884091395892663,-0.2592680750172676
Lansing-East Lansing-Owosso,Consulting,9,194,NA,0.08290949796802376,16.08444260579661,-0.5806279297109211,-0.6981131993444991
Lansing-East Lansing-Owosso,Consumer Goods,6,194,NA,0.02590465529408902,5.02550312705327,0.1772338955083472,0.304288796880132
Lansing-East Lansing-Owosso,Education,1,194,NA,0.06535176307400287,12.678242036356556,-2.5398872987316876,-3.2895691049906284
Lansing-East Lansing-Owosso,Energy,1,194,NA,0.00945416494293432,1.8341079989292581,-0.6065582591938758,-0.7324104988937354
Lansing-East Lansing-Owosso,Finance,5,194,NA,0.04443579198403621,8.620543644903025,-0.544710238106987,-0.6506059037327333
Lansing-East Lansing-Owosso,Food & Beverages,6,194,NA,0.03308349353904558,6.418197746574842,-0.06737788423064402,-0.01925215498069342
Lansing-East Lansing-Owosso,Government,19,194,NA,0.015452753510330227,2.9978341810040643,1.8465488908875751,2.5122436351010893
Lansing-East Lansing-Owosso,Healthcare,44,194,NA,0.31487114593726423,61.085002311829264,-0.32807674078386534,-0.3640710197477899
Lansing-East Lansing-Owosso,Human Resources,8,194,NA,0.08965030540481347,17.392159248533815,-0.7765779450815353,-0.9572906378055556
Lansing-East Lansing-Owosso,Insurance,9,194,NA,0.014576691893996544,2.82787822743533,1.1576978898345964,1.6011202672535783
Lansing-East Lansing-Owosso,Internet & Software,12,194,NA,0.014905215000121675,2.891611710023605,1.4230926179829446,1.9521502260543502
Lansing-East Lansing-Owosso,Manufacturing,21,194,NA,0.03499379456355097,6.788796145328888,1.1292488100562572,1.563491489273753
Lansing-East Lansing-Owosso,Organization,2,194,NA,0.013591122575621152,2.6366777796705034,-0.2763725273354838,-0.2956833466269188
Lansing-East Lansing-Owosso,Restaurants & Travel,3,194,NA,0.04296352176769766,8.334923222933346,-1.0218420160865052,-1.2816943565262207
Lansing-East Lansing-Owosso,Retail,23,194,NA,0.10019954736816489,19.43871218942399,0.16822766449118062,0.292376514654469
Lansing-East Lansing-Owosso,Transport & Freight,13,194,NA,0.053914291971868686,10.459372642542524,0.21745087743581906,0.35748263990628515
Las Vegas-Henderson,Aerospace & Defense,4,614,NA,0.00630277662862288,3.869904849974448,0.03306444095036484,0.11360001399846915
Las Vegas-Henderson,Agriculture,1,614,NA,0.003954444795950649,2.428029104713698,-0.8870798602397802,-1.1034483365512626
Las Vegas-Henderson,Auto,7,614,NA,0.023945684179787312,14.70265008638941,-0.7421176064669281,-0.911710940994907
Las Vegas-Henderson,Construction,10,614,NA,0.019833061591998637,12.177499817487163,-0.19700487871680505,-0.190706045008645
Las Vegas-Henderson,Consulting,45,614,NA,0.08290949796802376,50.906431752366586,-0.12332678636063485,-0.09325415549767821
Las Vegas-Henderson,Consumer Goods,17,614,NA,0.02590465529408902,15.905458350570658,0.06655100125269389,0.15789172229772194
Las Vegas-Henderson,Education,31,614,NA,0.06535176307400287,40.12598252743776,-0.2580368633303558,-0.27143129224282747
Las Vegas-Henderson,Electronics,3,614,NA,0.003333901151047624,2.047015306743241,0.3822295043699967,0.5754305811766933
Las Vegas-Henderson,Energy,6,614,NA,0.00945416494293432,5.804857274961672,0.03306444095036484,0.11360001399846915
Las Vegas-Henderson,Finance,19,614,NA,0.04443579198403621,27.283576278198233,-0.36184594045846125,-0.40873656699966443
Las Vegas-Henderson,Food & Beverages,7,614,NA,0.03308349353904558,20.313265032973984,-1.0653639734872,-1.3392595953683246
Las Vegas-Henderson,Government,4,614,NA,0.015452753510330227,9.48799065534276,-0.863732496242789,-1.0725674510146466
Las Vegas-Henderson,Healthcare,179,614,NA,0.31487114593726423,193.33088360548024,-0.07701733794518574,-0.03200198262002058
Las Vegas-Henderson,Human Resources,35,614,NA,0.08965030540481347,55.045287518555476,-0.45280819435577185,-0.5290497188877081
Las Vegas-Henderson,Insurance,1,614,NA,0.014576691893996544,8.950088822913878,-2.1916634565854376,-2.8289834640666776
Las Vegas-Henderson,Internet & Software,6,614,NA,0.014905215000121675,9.151802010074709,-0.4221913316608152,-0.48855367691504314
Las Vegas-Henderson,Manufacturing,16,614,NA,0.03499379456355097,21.486189862020296,-0.29482167451119873,-0.32008550193039786
Las Vegas-Henderson,Media,2,614,NA,0.0077142092327160345,4.736524468887645,-0.8621564517873234,-1.0704828624317075
Las Vegas-Henderson,Organization,3,614,NA,0.013591122575621152,8.344949261431386,-1.0230441883111336,-1.2832844350836474
Las Vegas-Henderson,Pharmaceuticals,4,614,NA,0.003090550702066045,1.8975981310685517,0.7457054161913114,1.0561896951271006
Las Vegas-Henderson,Real Estate,9,614,NA,0.012337867763366024,7.575450806706739,0.17231171527504816,0.29777837093248793
Las Vegas-Henderson,Restaurants & Travel,134,614,NA,0.04296352176769766,26.379602365366363,1.6252487261124824,2.2195362845610203
Las Vegas-Henderson,Retail,78,614,NA,0.10019954736816489,61.52252208405324,0.23730550616780832,0.3837437851612091
Las Vegas-Henderson,Telecommunications,1,614,NA,0.009381159808239847,5.760032122259266,-1.7509430514733721,-2.2460552848653506
Las Vegas-Henderson,Transport & Freight,20,614,NA,0.053914291971868686,33.103375270727376,-0.5039029755555413,-0.5966313135359029
Lexington-Fayette--Richmond--Frankfort,Auto,3,280,427484,0.023945684179787312,6.704791570340447,-0.8042101418762388,-0.9938389482037852
Lexington-Fayette--Richmond--Frankfort,Construction,1,280,427484,0.019833061591998637,5.553257245759618,-1.7143846467329578,-2.197700536451975
Lexington-Fayette--Richmond--Frankfort,Consulting,17,280,427484,0.08290949796802376,23.214659431046652,-0.31157060709684564,-0.3422388323922227
Lexington-Fayette--Richmond--Frankfort,Consumer Goods,4,280,427484,0.02590465529408902,7.253303482344926,-0.5951626567057389,-0.7173378638801089
Lexington-Fayette--Richmond--Frankfort,Education,46,280,427484,0.06535176307400287,18.2984936607208,0.921822653651486,1.289134889785202
Lexington-Fayette--Richmond--Frankfort,Energy,1,280,427484,0.00945416494293432,2.64716618402161,-0.9734897032997974,-1.2177401458157784
Lexington-Fayette--Richmond--Frankfort,Finance,1,280,427484,0.04443579198403621,12.442021755530138,-2.521079594647009,-3.2646926967965233
Lexington-Fayette--Richmond--Frankfort,Food & Beverages,12,280,427484,0.03308349353904558,9.263378190932762,0.2588378522233797,0.4122239987717304
Lexington-Fayette--Richmond--Frankfort,Government,9,280,427484,0.015452753510330227,4.326770982892464,0.7324030449514325,1.0385950320346329
Lexington-Fayette--Richmond--Frankfort,Healthcare,89,280,427484,0.31487114593726423,88.16392086243398,0.009438550924091913,0.08235073010945997
Lexington-Fayette--Richmond--Frankfort,Human Resources,14,280,427484,0.08965030540481347,25.102085513347774,-0.5838936012520342,-0.7024326089821049
Lexington-Fayette--Richmond--Frankfort,Insurance,2,280,427484,0.014576691893996544,4.081473730319033,-0.7133109510475992,-0.8736092080193267
Lexington-Fayette--Richmond--Frankfort,Internet & Software,1,280,427484,0.014905215000121675,4.173460200034069,-1.428745475910977,-1.81989383672929
Lexington-Fayette--Richmond--Frankfort,Manufacturing,11,280,427484,0.03499379456355097,9.798262477794273,0.11569020102528335,0.22288672574795282
Lexington-Fayette--Richmond--Frankfort,Organization,1,280,427484,0.013591122575621152,3.8055143211739226,-1.3364511520013507,-1.6978187942234284
Lexington-Fayette--Richmond--Frankfort,Pharmaceuticals,1,280,427484,0.003090550702066045,0.8653541965784927,0.1446163800493136,0.2611465491510511
Lexington-Fayette--Richmond--Frankfort,Real Estate,5,280,427484,0.012337867763366024,3.4546029737424866,0.36973037535082204,0.5588983434217901
Lexington-Fayette--Richmond--Frankfort,Restaurants & Travel,12,280,427484,0.04296352176769766,12.029786094955345,-0.0024790990725358825,0.06658759790067004
Lexington-Fayette--Richmond--Frankfort,Retail,25,280,427484,0.10019954736816489,28.05587326308617,-0.11532217067568978,-0.08266668100748545
Lexington-Fayette--Richmond--Frankfort,Transport & Freight,33,280,427484,0.053914291971868686,15.096001752123232,0.7820776373348408,1.1042981838622985
Lima-Van Wert-Celina,Construction,1,66,48965,0.019833061591998637,1.30898206507191,-0.26924978559013363,-0.28626230138286557
Lima-Van Wert-Celina,Consulting,5,66,48965,0.08290949796802376,5.472026865889568,-0.09021117757613731,-0.049453094081014184
Lima-Van Wert-Celina,Education,1,66,48965,0.06535176307400287,4.313216362884189,-1.461683881694785,-1.863460516843562
Lima-Van Wert-Celina,Finance,2,66,48965,0.04443579198403621,2.9327622709463896,-0.38279755294423945,-0.4364486610529473
Lima-Van Wert-Celina,Food & Beverages,3,66,48965,0.03308349353904558,2.183510573577008,0.31767835224631324,0.4900506324919064
Lima-Van Wert-Celina,Healthcare,26,66,48965,0.31487114593726423,20.78149563185944,0.22403358035625823,0.36618939135941825
Lima-Van Wert-Celina,Manufacturing,1,66,48965,0.03499379456355097,2.309590441194364,-0.8370702106302631,-1.0373020141862714
Lima-Van Wert-Celina,Media,1,66,48965,0.0077142092327160345,0.5091378093592582,0.6750365537734484,0.9627180273358191
Lima-Van Wert-Celina,Restaurants & Travel,5,66,48965,0.04296352176769766,2.8355924366680454,0.5671870247163884,0.8200685632499288
Lima-Van Wert-Celina,Retail,9,66,48965,0.10019954736816489,6.613170126298883,0.308161442935153,0.4774628908034585
Lima-Van Wert-Celina,Transport & Freight,13,66,48965,0.053914291971868686,3.5583432701433333,1.2956542944727214,1.7835912280533512
Lincoln-Beatrice,Aerospace & Defense,3,118,289695,0.00630277662862288,0.7437276421774999,1.3946926721800617,1.9145864361679223
Lincoln-Beatrice,Auto,4,118,289695,0.023945684179787312,2.8255907332149026,0.347576909279127,0.529596592265322
Lincoln-Beatrice,Construction,3,118,289695,0.019833061591998637,2.340301267855839,0.24833262063873682,0.398329031693528
Lincoln-Beatrice,Consulting,15,118,289695,0.08290949796802376,9.783320760226804,0.42737122865273314,0.6351382389953794
Lincoln-Beatrice,Electronics,3,118,289695,0.003333901151047624,0.3934003358236196,2.0315398080514746,2.756925790182416
Lincoln-Beatrice,Energy,1,118,289695,0.00945416494293432,1.1155914632662498,-0.10938472459621248,-0.07481339218293992
Lincoln-Beatrice,Finance,6,118,289695,0.04443579198403621,5.2434234541162725,0.13478485328463108,0.24814267202344636
Lincoln-Beatrice,Food & Beverages,1,118,289695,0.03308349353904558,3.9038522376073783,-1.3619638188610357,-1.7315636634570293
Lincoln-Beatrice,Government,4,118,289695,0.015452753510330227,1.823424914218967,0.7855778074386885,1.1089277579910752
Lincoln-Beatrice,Healthcare,41,118,289695,0.31487114593726423,37.15479522059718,0.09847922659984469,0.20012226585971493
Lincoln-Beatrice,Human Resources,2,118,289695,0.08965030540481347,10.57873603776799,-1.6656987716037626,-2.1333051324436934
